namespace,value,timestamp
openfaas-fn,0.0843040960240406,2021-03-29T13:42:07+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:08+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:09+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:10+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:11+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:12+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:13+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:14+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:15+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:16+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:17+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:18+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:19+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:20+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:21+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:22+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:23+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:24+02:00
openfaas-fn,0.0843040960240406,2021-03-29T13:42:25+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:26+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:27+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:28+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:29+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:30+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:31+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:32+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:33+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:34+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:35+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:36+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:37+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:38+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:39+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:40+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:41+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:42+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:43+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:44+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:45+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:46+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:47+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:48+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:49+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:50+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:51+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:52+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:53+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:54+02:00
openfaas-fn,0.0842505946205524,2021-03-29T13:42:55+02:00
openfaas-fn,0.11129542150852108,2021-03-29T13:42:56+02:00
openfaas-fn,0.11129542150852108,2021-03-29T13:42:57+02:00
openfaas-fn,0.11129542150852108,2021-03-29T13:42:58+02:00
openfaas-fn,0.11129542150852108,2021-03-29T13:42:59+02:00
openfaas-fn,0.11129542150852108,2021-03-29T13:43:00+02:00
openfaas-fn,0.11129542150852108,2021-03-29T13:43:01+02:00
