date,openfaas/faas stars,openfaas/faas cumulative,fission/fission stars,fission/fission cumulative,kubeless/kubeless stars,kubeless/kubeless cumulative
2020-10-20,2,18470,2,5651,4,6065
2020-10-21,5,18475,6,5657,2,6067
2020-10-22,8,18483,1,5658,3,6070
2020-10-23,6,18489,2,5660,2,6072
2020-10-24,8,18497,3,5663,1,6073
2020-10-25,1,18498,1,5664,1,6074
2020-10-26,3,18501,3,5667,6,6080
2020-10-27,7,18508,5,5672,6,6086
2020-10-28,7,18515,1,5673,3,6089
2020-10-29,8,18523,1,5674,2,6091
2020-10-30,10,18533,8,5682,0,6091
2020-10-31,13,18546,2,5684,1,6092
2020-11-01,7,18553,3,5687,1,6093
2020-11-02,12,18565,3,5690,5,6098
2020-11-03,6,18571,2,5692,2,6100
2020-11-04,7,18578,7,5699,2,6102
2020-11-05,9,18587,8,5707,1,6103
2020-11-06,2,18589,1,5708,3,6106
2020-11-07,1,18590,3,5711,0,6106
2020-11-08,5,18595,0,5711,1,6107
2020-11-09,7,18602,5,5716,3,6110
2020-11-10,10,18612,4,5720,4,6114
2020-11-11,5,18617,0,5720,0,6114
2020-11-12,6,18623,3,5723,2,6116
2020-11-13,4,18627,2,5725,4,6120
2020-11-14,8,18635,1,5726,2,6122
2020-11-15,5,18640,2,5728,1,6123
2020-11-16,4,18644,2,5730,2,6125
2020-11-17,13,18657,2,5732,5,6130
2020-11-18,4,18661,1,5733,1,6131
2020-11-19,14,18675,5,5738,3,6134
2020-11-20,6,18681,1,5739,1,6135
2020-11-21,1,18682,2,5741,1,6136
2020-11-22,4,18686,0,5741,2,6138
2020-11-23,4,18690,1,5742,2,6140
2020-11-24,9,18699,1,5743,3,6143
2020-11-25,6,18705,2,5745,3,6146
2020-11-26,7,18712,0,5745,3,6149
2020-11-27,5,18717,1,5746,1,6150
2020-11-28,6,18723,0,5746,3,6153
2020-11-29,6,18729,2,5748,2,6155
2020-11-30,9,18738,4,5752,4,6159
2020-12-01,14,18752,1,5753,4,6163
2020-12-02,10,18762,2,5755,3,6166
2020-12-03,7,18769,0,5755,5,6171
2020-12-04,6,18775,1,5756,2,6173
2020-12-05,5,18780,2,5758,2,6175
2020-12-06,6,18786,0,5758,1,6176
2020-12-07,5,18791,0,5758,1,6177
2020-12-08,4,18795,1,5759,2,6179
2020-12-09,9,18804,0,5759,1,6180
2020-12-10,11,18815,1,5760,4,6184
2020-12-11,14,18829,4,5764,3,6187
2020-12-12,9,18838,0,5764,1,6188
2020-12-13,5,18843,0,5764,2,6190
2020-12-14,12,18855,4,5768,0,6190
2020-12-15,8,18863,1,5769,3,6193
2020-12-16,6,18869,1,5770,1,6194
2020-12-17,6,18875,2,5772,0,6194
2020-12-18,7,18882,2,5774,6,6200
2020-12-19,1,18883,0,5774,1,6201
2020-12-20,5,18888,2,5776,2,6203
2020-12-21,7,18895,2,5778,4,6207
2020-12-22,7,18902,3,5781,2,6209
2020-12-23,7,18909,2,5783,2,6211
2020-12-24,4,18913,1,5784,1,6212
2020-12-25,7,18920,1,5785,2,6214
2020-12-26,6,18926,1,5786,2,6216
2020-12-27,1,18927,2,5788,1,6217
2020-12-28,5,18932,2,5790,2,6219
2020-12-29,3,18935,0,5790,3,6222
2020-12-30,7,18942,0,5790,3,6225
2020-12-31,6,18948,4,5794,3,6228
2021-01-01,2,18950,0,5794,0,6228
2021-01-02,4,18954,5,5799,0,6228
2021-01-03,2,18956,3,5802,6,6234
2021-01-04,8,18964,2,5804,2,6236
2021-01-05,7,18971,1,5805,0,6236
2021-01-06,8,18979,2,5807,2,6238
2021-01-07,5,18984,1,5808,4,6242
2021-01-08,7,18991,1,5809,1,6243
2021-01-09,4,18995,0,5809,4,6247
2021-01-10,8,19003,0,5809,2,6249
2021-01-11,3,19006,1,5810,2,6251
2021-01-12,6,19012,3,5813,1,6252
2021-01-13,6,19018,3,5816,3,6255
2021-01-14,3,19021,8,5824,3,6258
2021-01-15,8,19029,3,5827,1,6259
2021-01-16,2,19031,0,5827,1,6260
2021-01-17,5,19036,0,5827,1,6261
2021-01-18,6,19042,2,5829,1,6262
2021-01-19,4,19046,1,5830,3,6265
2021-01-20,12,19058,4,5834,1,6266
2021-01-21,6,19064,2,5836,1,6267
2021-01-22,9,19073,2,5838,1,6268
2021-01-23,4,19077,1,5839,1,6269
2021-01-24,10,19087,0,5839,3,6272
2021-01-25,10,19097,2,5841,5,6277
2021-01-26,8,19105,1,5842,2,6279
2021-01-27,6,19111,1,5843,2,6281
2021-01-28,6,19117,2,5845,6,6287
2021-01-29,6,19123,1,5846,2,6289
2021-01-30,4,19127,1,5847,1,6290
2021-01-31,3,19130,0,5847,1,6291
2021-02-01,6,19136,1,5848,2,6293
2021-02-02,9,19145,3,5851,2,6295
2021-02-03,9,19154,1,5852,1,6296
2021-02-04,2,19156,5,5857,2,6298
2021-02-05,9,19165,3,5860,5,6303
2021-02-06,11,19176,3,5863,3,6306
2021-02-07,10,19186,2,5865,11,6317
2021-02-08,10,19196,3,5868,3,6320
2021-02-09,5,19201,3,5871,3,6323
2021-02-10,9,19210,1,5872,1,6324
2021-02-11,6,19216,1,5873,2,6326
2021-02-12,6,19222,1,5874,2,6328
2021-02-13,4,19226,3,5877,3,6331
2021-02-14,6,19232,3,5880,1,6332
2021-02-15,7,19239,3,5883,1,6333
2021-02-16,3,19242,1,5884,3,6336
2021-02-17,3,19245,1,5885,2,6338
2021-02-18,7,19252,3,5888,2,6340
2021-02-19,13,19265,2,5890,4,6344
2021-02-20,6,19271,1,5891,1,6345
2021-02-21,1,19272,2,5893,1,6346
2021-02-22,6,19278,6,5899,1,6347
2021-02-23,6,19284,2,5901,7,6354
2021-02-24,5,19289,1,5902,0,6354
2021-02-25,13,19302,3,5905,3,6357
2021-02-26,7,19309,2,5907,1,6358
2021-02-27,6,19315,0,5907,0,6358
2021-02-28,5,19320,0,5907,2,6360
2021-03-01,7,19327,1,5908,4,6364
2021-03-02,7,19334,1,5909,2,6366
2021-03-03,12,19346,1,5910,3,6369
2021-03-04,8,19354,2,5912,3,6372
2021-03-05,11,19365,0,5912,2,6374
2021-03-06,8,19373,0,5912,0,6374
2021-03-07,9,19382,0,5912,2,6376
2021-03-08,4,19386,5,5917,5,6381
2021-03-09,9,19395,1,5918,1,6382
2021-03-10,4,19399,1,5919,4,6386
2021-03-11,11,19410,2,5921,4,6390
2021-03-12,8,19418,3,5924,1,6391
2021-03-13,2,19420,1,5925,3,6394
2021-03-14,6,19426,4,5929,3,6397
2021-03-15,9,19435,2,5931,2,6399
2021-03-16,2,19437,1,5932,3,6402
2021-03-17,3,19440,2,5934,2,6404
2021-03-18,4,19444,4,5938,3,6407
2021-03-19,9,19453,1,5939,2,6409
2021-03-20,3,19456,1,5940,3,6412
2021-03-21,3,19459,4,5944,4,6416
2021-03-22,9,19468,7,5951,2,6418
2021-03-23,10,19478,7,5958,2,6420
2021-03-24,6,19484,4,5962,2,6422
2021-03-25,5,19489,3,5965,1,6423
2021-03-26,16,19505,8,5973,1,6424
2021-03-27,4,19509,4,5977,2,6426
2021-03-28,4,19513,3,5980,0,6426
2021-03-29,9,19522,7,5987,2,6428
2021-03-30,10,19532,6,5993,3,6431
2021-03-31,6,19538,2,5995,3,6434
2021-04-01,2,19540,3,5998,6,6440
2021-04-02,7,19547,9,6007,0,6440
2021-04-03,2,19549,4,6011,0,6440
2021-04-04,4,19553,3,6014,2,6442
2021-04-05,2,19555,3,6017,2,6444
2021-04-06,10,19565,4,6021,2,6446
2021-04-07,6,19571,7,6028,1,6447
2021-04-08,5,19576,4,6032,0,6447
2021-04-09,4,19580,4,6036,1,6448
2021-04-10,6,19586,1,6037,4,6452
2021-04-11,1,19587,3,6040,1,6453
2021-04-12,5,19592,1,6041,0,6453
2021-04-13,6,19598,3,6044,3,6456
2021-04-14,2,19600,1,6045,2,6458
